"","X","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Mass","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Distance","WC.Average","Tail","Age","Sex","Kipp.s.Index","tip.label"
"109",111,"Tyrannus_vociferans","vociferans","partial","taxonomy","11444",NA,"MM","Louisiana State University Museum of tural Sciences","1948",2,"19","Mexico","San Luis Potosi","","Villa de Reyes, Laguno de las Rusias","6200 feet",21.80418,-100.932,14.81,8.345,6.61,20.305,39.39,131.13,90.64,"Adult","Female",30.0388927018989,"Tyrannus_vociferans_vociferans"
"110",112,"Tyrannus_vociferans","vociferans","partial","taxonomy","11445",45.4,"MM","Louisiana State University Museum of tural Sciences","1948",2,"19","Mexico","San Luis Potosi","","Villa de Reyes, Laguno de las Rusias","6200 feet",21.80418,-100.932,15.485,8.605,6.905,20.08,38.545,129.84,90.05,"Adult","Male",29.6865372766482,"Tyrannus_vociferans_vociferans"
"111",113,"Tyrannus_vociferans","vociferans","partial","taxonomy","11446",NA,"MM","Louisiana State University Museum of tural Sciences","1946",11,"27","Mexico","San Luis Potosi","","Pendencia region, 2.5 miles south of village at Puerto de Lobos","4300 feet",22.52113,-99.5761,14.5,8.565,6.61,19.185,40.685,132.945,87.67,"Adult","Male",30.6028808905939,"Tyrannus_vociferans_vociferans"
"112",114,"Tyrannus_melancholicus","satrapa","partial","taxonomy","11447",NA,"MM","Louisiana State University Museum of tural Sciences","1946",11,"29","Mexico","San Luis Potosi","","1.3 mi. S of Pedencia","4300'",22.52113,-99.5761,17.61,10.155,8.135,20.725,29.645,114.71,86.37,"Adult","Female",25.8434312614419,"Tyrannus_melancholicus_satrapa"
"113",115,"Tyrannus_couchii","","partial","taxonomy","11448",48.3,"MM","Louisiana State University Museum of tural Sciences","1948",4,"4","Mexico","San Luis Potosi","","Gabinito region, 0.6 East of Sabinito","",22.04052,-99.4564,17.035,10.23,7.895,19.575,35.71,123.34,98.56,"Adult","Male",28.9524890546457,"Tyrannus_couchii"
"114",116,"Tyrannus_couchii","","partial","taxonomy","11449",49.7,"MM","Louisiana State University Museum of tural Sciences","1948",5,"31","Mexico","San Luis Potosi","","Valles","",21.99241,-99.0076,15.97,9.7,7.25,18.87,NA,NA,NA,"Adult","Male",NA,"Tyrannus_couchii"
"115",117,"Tyrannus_couchii","","partial","taxonomy","11450",NA,"MM","Louisiana State University Museum of tural Sciences","1946",11,"13","Mexico","San Luis Potosi","","Ebano","",21.54641,-99.6162,16.325,9.67,NA,18.95,27.66,114.97,92.06,"Adult","Male",24.0584500304427,"Tyrannus_couchii"
"117",121,"Tyrannus_tyrannus","","migratory","taxonomy","12276",NA,"Nacho","American Museum of tural History","1919",5,"12","Canada","Ontario","","Coldstream","",43.01917,-81.4997,13.6,7.4,6,18.7,40.3,121.5,81,"Adult","Male",33.1687242798354,"Tyrannus_tyrannus"
"118",122,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","12364",NA,"MM","The Field Museum","1902",2,"17","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,19.155,12.35,10.05,20.94,36.48,125.44,92.28,"Adult","Female",29.0816326530612,"Tyrannus_crassirostris_pompalis"
"119",123,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","12365",NA,"MM","The Field Museum","1902",2,"18","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,18.14,12.51,10.565,20.01,39.13,132.27,99.49,"Adult","Female",29.5834278370001,"Tyrannus_crassirostris_crassirostris"
"120",124,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","12366",NA,"MM","The Field Museum","1902",2,"11","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,18.39,12.615,10.315,18.415,33.31,120.12,NA,"Adult","Male",27.7306027306027,"Tyrannus_crassirostris_crassirostris"
"121",125,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","12367",NA,"MM","The Field Museum","1902",2,"20","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,NA,12.09,NA,20.24,28.365,116.13,88.61,"Adult","Female",24.425213123224,"Tyrannus_crassirostris_crassirostris"
"122",126,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","12368",NA,"MM","The Field Museum","1902",2,"17","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,20.125,11.235,9.91,19.99,40.71,129.14,95.97,"Adult","Male",31.5239275205204,"Tyrannus_crassirostris_crassirostris"
"123",127,"Tyrannus_couchii","","partial","taxonomy","12370",NA,"MM","The Field Museum","1902",3,"14","Mexico","Tamaulipas","","Tampico","",23.03185,-99.1459,16.735,10.57,8.215,18.97,33.535,126.135,103.33,"Adult","Male",26.5865937289412,"Tyrannus_couchii"
"124",128,"Tyrannus_melancholicus","satrapa","partial","taxonomy","12371",NA,"MM","The Field Museum","1902",2,"20","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,18.27,10.32,7.85,19.475,26.845,112.675,NA,"Adult","Male",23.8251608608831,"Tyrannus_melancholicus_satrapa"
"125",129,"Tyrannus_melancholicus","satrapa","partial","taxonomy","12372",NA,"MM","The Field Museum","1902",2,"19","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,19.28,10.29,7.23,19.565,29.24,111.875,NA,"Adult","Male",26.136312849162,"Tyrannus_melancholicus_satrapa"
"126",130,"Tyrannus_melancholicus","satrapa","partial","taxonomy","12373",NA,"MM","The Field Museum","1902",2,"14","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,18.265,10.375,7.795,19.425,26.76,110.285,95,"Adult","Male",24.2644058575509,"Tyrannus_melancholicus_satrapa"
"127",131,"Tyrannus_melancholicus","satrapa","partial","taxonomy","12374",NA,"MM","The Field Museum","1902",2,"14","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,18.86,10.155,7.32,19.36,28.93,112.715,NA,"Adult","Male",25.66650401455,"Tyrannus_melancholicus_satrapa"
"128",132,"Tyrannus_melancholicus","satrapa","partial","taxonomy","12375",NA,"MM","The Field Museum","1902",2,"12","Mexico","Guerrero","","Iguala","",18.34751,-99.5537,19.31,10.155,7.085,19.255,30.16,115.93,98.51,"Adult","Female",26.0156991287846,"Tyrannus_melancholicus_satrapa"
"129",133,"Tyrannus_melancholicus","satrapa","partial","taxonomy","12376",NA,"MM","The Field Museum","1902",2,"18","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,18.865,10.705,7.775,19.265,28.3,110.695,89.33,"Adult","Female",25.5657437101947,"Tyrannus_melancholicus_satrapa"
"130",134,"Tyrannus_melancholicus","satrapa","partial","taxonomy","12377",NA,"MM","The Field Museum","1902",2,"14","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,18.755,10.13,7.8,20.175,31.055,116.735,95.67,"Adult","Female",26.6029896774746,"Tyrannus_melancholicus_satrapa"
"131",135,"Tyrannus_vociferans","vociferans","partial","taxonomy","12378",NA,"MM","The Field Museum","1902",2,"24","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,16.045,9.12,6.955,20.87,30.805,119.885,NA,"Adult","Female",25.6954581473912,"Tyrannus_vociferans_vociferans"
"132",136,"Tyrannus_vociferans","vociferans","partial","taxonomy","12379",NA,"MM","The Field Museum","1902",3,"5","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,14.515,8.62,7.12,20.325,NA,NA,NA,"Adult","Female",NA,"Tyrannus_vociferans_vociferans"
"133",137,"Tyrannus_vociferans","vociferans","partial","taxonomy","12380",NA,"MM","The Field Museum","1902",2,"21","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,16.03,8.91,7.115,20.05,44.56,133.51,91.06,"Adult","Male",33.3757770953487,"Tyrannus_vociferans_vociferans"
"134",138,"Tyrannus_vociferans","vociferans","partial","taxonomy","12381",NA,"MM","The Field Museum","1902",2,"12","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,14.625,8.465,6.845,20.18,40.725,133.49,88.65,"Adult","Female",30.5079032137239,"Tyrannus_vociferans_vociferans"
"135",139,"Tyrannus_vociferans","vociferans","partial","taxonomy","12382",NA,"MM","The Field Museum","1902",2,"26","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,16.17,9.29,NA,19.13,34.36,126.895,89.36,"Adult","Female",27.0775050238386,"Tyrannus_vociferans_vociferans"
"136",140,"Tyrannus_vociferans","vociferans","partial","taxonomy","13045",NA,"MM","The Field Museum","1902",6,"14","Mexico","Chihuahua","","Babicora","",29.48049,-108.021,13.53,8.37,NA,19.39,NA,NA,NA,"Adult","Female",NA,"Tyrannus_vociferans_vociferans"
"137",141,"Tyrannus_vociferans","vociferans","partial","taxonomy","13046",NA,"MM","The Field Museum","1902",6,"14","Mexico","Chihuahua","","Babicora","",29.48049,-108.021,15.04,8.53,6.475,19.905,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"138",142,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","13054",NA,"MM","The Field Museum","1902",5,"12","Mexico","Jalisco","","Tuxpan","",20.33333,-103.667,20.555,12.845,10.64,20.255,38.29,131.66,NA,"Adult","Female",29.0824851891235,"Tyrannus_crassirostris_crassirostris"
"139",143,"Tyrannus_melancholicus","satrapa","partial","taxonomy","13055",NA,"MM","The Field Museum","1902",4,"11","Mexico","Veracruz","","Pueblo Viejo","",22.18439,-97.8347,19.445,10.58,8.27,21.83,31.815,115.23,92.29,"Adult","Female",27.6099973965113,"Tyrannus_melancholicus_satrapa"
"140",144,"Tyrannus_couchii","","partial","taxonomy","13254",NA,"MM","The Field Museum","1893",6,"14","Mexico","Yucatan","","San Felipe","",21.56645,-88.2328,14.885,10.525,7.465,19.19,NA,NA,NA,"Adult","Female",NA,"Tyrannus_couchii"
"141",145,"Tyrannus_melancholicus","satrapa","partial","taxonomy","13255",NA,"MM","The Field Museum","1893",4,"15","Mexico","Yucatan","","Rio Lagartos","",20.60727,-89.011,18.1,10.22,8.005,19.54,28.675,115.73,NA,"Adult","Male",24.7774993519399,"Tyrannus_melancholicus_satrapa"
"142",146,"Tyrannus_melancholicus","satrapa","partial","taxonomy","13256",NA,"MM","The Field Museum","1893",4,"","Mexico","Yucatan","","","",20.60727,-89.011,18.36,10.235,7.21,19.495,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"143",147,"Tyrannus_melancholicus","satrapa","partial","taxonomy","13257",NA,"MM","The Field Museum","1893",4,"2","Mexico","Yucatan","","","",20.60727,-89.011,20.355,10.21,7.72,20.295,28.215,111.595,NA,"Adult","Female",25.2833908329226,"Tyrannus_melancholicus_satrapa"
"144",148,"Tyrannus_melancholicus","satrapa","partial","taxonomy","13258",NA,"MM","The Field Museum","1893",4,"6","Mexico","Yucatan","","Rio Lagartos","",20.60727,-89.011,19.27,10.485,8.37,19.77,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"145",149,"Tyrannus_melancholicus","satrapa","partial","taxonomy","13259",NA,"MM","The Field Museum","1893",4,"3","Mexico","Yucatan","","","",20.60727,-89.011,18.22,10.135,7.46,18.98,NA,NA,NA,"Adult","Female",NA,"Tyrannus_melancholicus_satrapa"
"146",150,"Tyrannus_forficatus","","migratory","taxonomy","13417",NA,"MM","Louisiana State University Museum of tural Sciences","1941",9,"8","United States of America","Texas","Lamb County","Little Field","",30.9833,-97.4,13.585,7.635,NA,19.515,NA,NA,165,"Adult","Male",NA,"Tyrannus_forficatus"
"147",151,"Tyrannus_forficatus","","migratory","taxonomy","13418",NA,"MM","Louisiana State University Museum of tural Sciences","1942",4,"1","United States of America","Texas","Wharton County","El Campo","",4.266553,-73.45,13.845,7.405,6.31,19.79,48.16,123.055,222,"Adult","Male",39.136971273008,"Tyrannus_forficatus"
"151",155,"Tyrannus_savana","monachus SA","sedentary","taxonomy","13420",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1961",3,"19","Colombia","Meta","","Cumaral, Chepero","",3.693296,-73.33,12.9,6.2,5.7,NA,NA,NA,NA,"Adult","Female",NA,"Tyrannus_savana_monachus_SA"
"152",156,"Tyrannus_savana","monachus SA","sedentary","taxonomy","13421",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1961",3,"19","Colombia","Meta","","Cumaral, Chepero","",3.693296,-73.33,12.3,6.2,5.5,NA,NA,106,NA,"Adult","Female",NA,"Tyrannus_savana_monachus_SA"
"153",157,"Tyrannus_couchii","","partial","taxonomy","13425",NA,"MM","Louisiana State University Museum of tural Sciences","1947",4,"4","Mexico","Tamaulipas","","Ciudad Victoria","",23.74174,-99.146,17.365,10.5,7.62,18.885,NA,NA,NA,"Adult","Male",NA,"Tyrannus_couchii"
"154",158,"Tyrannus_melancholicus","satrapa","partial","taxonomy","13426",NA,"MM","Louisiana State University Museum of tural Sciences","1942",4,"11","Mexico","Guerrero","","Acapulco, Lagu de Coyuca","",16.87242,-99.903,17,9.955,6.735,19.515,28.96,113.325,NA,"Adult","Male",25.5548202073682,"Tyrannus_melancholicus_satrapa"
"155",159,"Tyrannus_melancholicus","satrapa","partial","taxonomy","13427",NA,"MM","Louisiana State University Museum of tural Sciences","1942",4,"11","Mexico","Guerrero","","Acapulco, Lagu de Coyuca","",16.87242,-99.903,17.685,10.49,6.815,19.24,28.42,107.075,87.33,"Adult","Female",26.5421433574597,"Tyrannus_melancholicus_satrapa"
"156",160,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","13473",NA,"MM","The Field Museum","1902",2,"21","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,20.29,12.04,10.265,19.84,31.93,119.965,NA,"Adult","Female",26.6160963614387,"Tyrannus_crassirostris_crassirostris"
"157",161,"Tyrannus_vociferans","vociferans","partial","taxonomy","13474",NA,"MM","The Field Museum","1902",2,"11","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,14.72,8.145,6.645,20.24,39.06,133.685,92.22,"Adult","Male",29.2179376893444,"Tyrannus_vociferans_vociferans"
"158",162,"Tyrannus_melancholicus","satrapa","partial","taxonomy","13476",NA,"MM","The Field Museum","1902",2,"25","Mexico","Guerrero","","Iguala","",18.34928,-99.5394,18.28,9.98,7.2,18.89,28.78,108.67,NA,"Adult","Male",26.4838501886445,"Tyrannus_melancholicus_satrapa"
"159",163,"Tyrannus_savana","monachus SA","sedentary","taxonomy","13719",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1962",8,"27","Colombia","Meta","","Sabanas de San Juan","",3.369851,-73.8727,12.1,6.3,5.4,NA,NA,103,188,"Adult","Female",NA,"Tyrannus_savana_monachus_SA"
"160",164,"Tyrannus_savana","monachus SA","sedentary","taxonomy","13720",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1962",8,"27","Colombia","Meta","","Sabanas de San Juan","",3.369851,-73.8727,11.7,6.1,5.4,NA,NA,106,231,"Adult","Male",NA,"Tyrannus_savana_monachus_SA"
"161",165,"Tyrannus_savana","monachus SA","sedentary","taxonomy","13865",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1961",9,"10","Colombia","Tolima","","Quebrada, Eimali, Melgar","",4.204748,-74.6407,11.6,5.6,4.9,NA,NA,109,257,"Adult","Male",NA,"Tyrannus_savana_monachus_SA"
"162",166,"Tyrannus_savana","monachus SA","sedentary","taxonomy","13929",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1961",3,"20","Colombia","Meta","","Cumaral, Chepero","",4.266553,-73.45,10.8,6.1,5.7,NA,NA,105,NA,"Adult","Male",NA,"Tyrannus_savana_monachus_SA"
"163",167,"Tyrannus_vociferans","vociferans","partial","taxonomy","14246",NA,"MM","The Field Museum","1903",4,"8","United States of America","California","Monterey","Monterey","",36.17572,-121.382,15.53,9.83,7.32,19.545,38.54,122.855,89.06,"Adult","Male",31.3703145985104,"Tyrannus_vociferans_vociferans"
"164",168,"Tyrannus_vociferans","vociferans","partial","taxonomy","14247",NA,"MM","The Field Museum","1903",4,"8","United States of America","California","Monterey","Monterey","",36.17572,-121.382,16.505,9.845,7.875,20.31,34.315,121.865,87.33,"Adult","Male",28.158207852952,"Tyrannus_vociferans_vociferans"
"165",169,"Tyrannus_melancholicus","satrapa","partial","taxonomy","14296",NA,"MM","Louisiana State University Museum of tural Sciences","1947",5,"7","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,17.78,9.825,7.04,19.025,31.26,110.78,89.48,"Adult","Female",28.2180899079256,"Tyrannus_melancholicus_satrapa"
"166",170,"Tyrannus_melancholicus","satrapa","partial","taxonomy","14297",NA,"MM","Louisiana State University Museum of tural Sciences","1947",5,"1","Mexico","Guerrero","","Mazatlan","",18.11646,-99.3953,17.595,10.51,7.875,18.185,27.9,108.585,86.73,"Adult","Female",25.6941566514712,"Tyrannus_melancholicus_satrapa"
"167",171,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","14298",NA,"MM","Louisiana State University Museum of tural Sciences","1947",10,"19","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,15.035,8.595,7.085,20.245,NA,NA,90.18,"Adult","Female",NA,"Tyrannus_vociferans_xenopterus"
"168",172,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","14299",NA,"MM","Louisiana State University Museum of tural Sciences","1946",12,"21","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,15.315,8.72,7.015,20.04,32.13,121.45,90.61,"Adult","Female",26.4553314121037,"Tyrannus_vociferans_xenopterus"
"169",173,"Tyrannus_vociferans","xenopterus","sedentary","taxonomy","14300",NA,"MM","Louisiana State University Museum of tural Sciences","1946",12,"21","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,15.585,8.745,7.115,20.585,42.2,135.135,97.28,"Adult","Male",31.2280312280312,"Tyrannus_vociferans_xenopterus"
"170",174,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","14301",NA,"MM","Louisiana State University Museum of tural Sciences","1947",1,"20","Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,19.06,12.6,9.375,20.895,34.6,131.03,NA,"Adult","Male",26.4061665267496,"Tyrannus_crassirostris_crassirostris"
"171",175,"Tyrannus_melancholicus","satrapa","partial","taxonomy","14568",39.3,"MM","Louisiana State University Museum of tural Sciences","1949",5,"1","Mexico","Morelos","","Acatlipa, Km 86 ","4000'",18.82138,-99.2348,18.09,9.23,7.11,19.215,29.15,111.41,90.88,"Adult","Male",26.1646171797864,"Tyrannus_melancholicus_satrapa"
"172",176,"Tyrannus_melancholicus","satrapa","partial","taxonomy","14665",NA,"MM","Louisiana State University Museum of tural Sciences","1948",4,"25","Mexico","Yucatan","","1.5 mi. S Progreso","",21.26169,-89.6642,18.5,9.935,7.525,20.945,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"173",177,"Tyrannus_melancholicus","satrapa","partial","taxonomy","14666",NA,"MM","Louisiana State University Museum of tural Sciences","1948",4,"30","Mexico","Yucatan","","1.5 mi. S Progreso","",21.26169,-89.6642,18.27,9.64,7.32,18.08,26.625,110.11,NA,"Adult","Male",24.180365089456,"Tyrannus_melancholicus_satrapa"
"174",178,"Tyrannus_vociferans","vociferans","partial","taxonomy","14718",NA,"MM","The Field Museum","1903",5,"23","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,15.13,8.7,7.23,19.5,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"175",179,"Tyrannus_vociferans","vociferans","partial","taxonomy","14719",NA,"MM","The Field Museum","1903",5,"27","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,15.16,8.61,7.235,19.685,35.76,125.155,NA,"Adult","Female",28.5725700131837,"Tyrannus_vociferans_vociferans"
"176",180,"Tyrannus_vociferans","vociferans","partial","taxonomy","14720",NA,"MM","The Field Museum","1903",5,"29","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,14.745,8.81,7.47,18.24,NA,NA,NA,"Adult","Female",NA,"Tyrannus_vociferans_vociferans"
"177",181,"Tyrannus_vociferans","vociferans","partial","taxonomy","14721",NA,"MM","The Field Museum","1903",5,"30","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,15.065,NA,NA,19.7,38.71,128.15,NA,"Adult","Male",30.2067889192353,"Tyrannus_vociferans_vociferans"
"178",182,"Tyrannus_vociferans","vociferans","partial","taxonomy","14722",NA,"MM","The Field Museum","1903",5,"30","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,14.67,8.8,6.965,19.655,35.075,122.655,83.72,"Adult","Female",28.5964697729404,"Tyrannus_vociferans_vociferans"
"179",183,"Tyrannus_vociferans","vociferans","partial","taxonomy","14723",NA,"MM","The Field Museum","1903",7,"4","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,15.125,8.37,6.97,19.375,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
